#256*256
256 1 24.437715 
256 4 11.887012
256 9 12.592389
256 16 12.121138
256 32 12.293880


#512*512
512 1 202.244284
512 4 103.439542
512 9 102.532138
512 16 102.956661
512 32 104.786641


#750*750
750 1 611.797981
750 4 318.164667
750 9 315.168462
750 16 314.165191
750 32 314.936104


