#256*256
256 1 24.779553
256 4 12.603632
256 9 13.072818 
256 16 12.270609
256 32 12.406755


# 512*512
512 1 205.928210 
512 4 108.972039
512 9 109.306391
512 16 105.474072
512 32 104.988284 


#750*750
750 1 612.600801
750 4 325.890496
750 9 328.635310
750 16 319.310037
750 32 319.816886


