10 1  3.0e-06
10 4  0.001219
10 8  0.002325
10 12  0.003357
10 16  0.00423
10 24  0.006478
10 32  0.008779
10 48  0.01286
10 64  0.01675
100 1  0.001325
100 4  0.009921
100 8  0.019073
100 12  0.029095
100 16  0.035108
100 24  0.057535
100 32  0.079677
100 48  0.125662
100 64  0.168863
1000 1  1.49742
1000 4  0.486803
1000 8  0.453757
1000 12  1.000734
1000 16  1.332026
1000 24  1.544003
1000 32  1.65582
1000 48  1.895569
1000 64  2.180357
2000 1  16.831405
2000 4  4.764532
2000 8  4.399739
2000 12  8.932701
2000 16  8.951938
2000 24  9.422445
2000 32  9.604496
2000 48  9.89679
2000 64  10.318788
3000 1  60.084429
3000 4  27.257485
3000 8  27.132438
3000 12  30.523897
3000 16  30.288659
3000 24  30.775963
3000 32  31.065938
3000 48  31.561163
3000 64  32.464627
4000 1  143.436246
4000 4  68.928565
4000 8  68.515896
4000 12  72.615545
4000 16  71.235084
4000 24  71.81514
4000 32  72.253354
4000 48  73.070607
4000 64  73.427164
5000 1  279.930013
5000 4  137.970392
5000 8  135.683469
5000 12  140.980665
5000 16  138.255388
5000 24  139.024171
5000 32  139.724895
5000 48  140.668106
5000 64  141.61062
